casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,latitude,longitude,source,violent_cat,property_cat
2023-00103516,0 Block SALISBURY ST,2023-12-20T02:47:51.000,12,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,2,CGordillo Perez,2023-00103516-001,41.805656217000035,-71.41057597449995,E911,None,None
2023-00103516,0 Block SALISBURY ST,2023-12-20T02:47:51.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,CGordillo Perez,2023-00103516-002,41.805656217000035,-71.41057597449995,E911,None,None
2023-00103514,0 Block PEKIN ST,2023-12-20T02:12:31.000,12,2023,Suspicious Person,Not Used,No Violations,0,RAnderson,2023-00103514-001,41.83706538450005,-71.42467463999995,E911,None,None
2023-00103495,400 Block CHARLES ST,2023-12-20T00:09:46.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,ILiriano,2023-00103495-001,41.84612804400004,-71.41909304199996,E911,None,None
2023-00103484,700 Block DOUGLAS AVE,2023-12-19T23:25:54.000,12,2023,Request for Assistance,Not Used,No Violations,0,BJohnson,2023-00103484-001,41.84959816150004,-71.43336782899996,E911,None,None
2023-00103476,0 Block EATON ST,2023-12-19T22:39:45.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,TCargill,2023-00103476-001,41.84095109000006,-71.42950998899997,E911,None,Motor Vehicle Theft
2023-00103453,0 Block HOMER ST,2023-12-19T20:16:00.000,12,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,WSherrill,2023-00103453-001,41.78826694650007,-71.40611552699997,E911,Aggravated Assault,None
2023-00103439,N MAIN ST &  4TH ST,2023-12-19T19:08:49.000,12,2023,Disturbance,Not Used,No Violations,0,MGammino,2023-00103439-001,41.85178755567936,-71.40195465993594,RIDOT,None,None
2023-00103436,300 Block S MAIN ST,2023-12-19T18:27:00.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,LPelaez,2023-00103436-001,41.821523823000064,-71.40410568849995,E911,None,Larceny-theft
2023-00103431,0 Block FREMONT ST,2023-12-19T18:26:00.000,12,2023,Property Damage,Not Used,No violations,0,LPelaez,2023-00103431-001,41.82232371400005,-71.39172458249996,E911,None,None
2023-00103430,PRAIRIE AVE &  ELMA ST,2023-12-19T18:15:00.000,12,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,NColicci,2023-00103430-001,41.79723738601945,-71.41126251415442,RIDOT,None,None
2023-00103429,0 Block BLAINE ST,2023-12-19T18:07:00.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MLabutti,2023-00103429-001,41.85478311150007,-71.41542609099994,E911,None,Larceny-theft
2023-00103410,200 Block ORMS ST,2023-12-19T16:57:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2023-00103410-001,41.83425054300005,-71.42001154999997,E911,None,Motor Vehicle Theft
2023-00103409,EMPIRE ST &  WESTMINSTER ST,2023-12-19T16:48:35.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,MLeclerc,2023-00103409-001,41.820972441778174,-71.41531372968863,RIDOT,None,None
2023-00103388,BROAD ST &  SOMERSET ST,2023-12-19T15:48:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,NAyala,2023-00103388-001,41.813472741475756,-71.4215774550481,RIDOT,None,None
2023-00103358,PEARL ST &  PROVIDENCE ST,2023-12-19T14:00:00.000,12,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JMota,2023-00103358-001,41.81239318088398,-71.41652680501473,RIDOT,None,None
2023-00103349,0 Block APRIL CT,2023-12-19T13:22:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,Central Station,2023-00103349-001,41.84187472600007,-71.44195356849997,E911,None,None
2023-00103344,100 Block BROAD ST,2023-12-19T12:59:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,JMota,2023-00103344-001,41.81743972350006,-71.41676518499997,E911,None,None
2023-00103340,0 Block PROVIDENCE PL,2023-12-19T12:14:00.000,12,2023,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,ADiaz,2023-00103340-001,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2023-00103332,0 Block WHITTIER AVE,2023-12-19T11:59:00.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MPesola,2023-00103332-001,41.814696938000054,-71.44861882349997,E911,None,None
2023-00103324,200 Block CHARLES ST,2023-12-19T11:15:00.000,12,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,MRoman,2023-00103324-001,41.83770664700003,-71.41455007899995,E911,None,None
2023-00103324,200 Block CHARLES ST,2023-12-19T11:15:00.000,12,2023,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,MRoman,2023-00103324-002,41.83770664700003,-71.41455007899995,E911,None,None
2023-00103319,0 Block PROVIDENCE PL,2023-12-19T11:01:00.000,12,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00103319-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00103310,0 Block E TRANSIT ST,2023-12-19T09:57:00.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AHampton,2023-00103310-001,41.82166925700005,-71.39169600249994,E911,None,None
2023-00103298,100 Block HARTFORD AVE,2023-12-19T09:16:13.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,MVlaun,2023-00103298-001,41.81670916850004,-71.44637596599998,E911,None,None
2023-00103294,PARADE ST &  CRANSTON ST,2023-12-19T09:06:00.000,12,2023,Accident,Not Used,No Violations,0,LFernandez,2023-00103294-001,41.8118057192514,-71.43113708991196,RIDOT,None,None
2023-00103292,ATLANTIC AVE &  NIAGARA ST,2023-12-19T08:59:00.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,LTaveras,2023-00103292-001,41.798622121222955,-71.4186477681131,RIDOT,None,None
2023-00103284,100 Block WILLIAMS ST,2023-12-19T08:14:00.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AHampton,2023-00103284-001,41.82235937750005,-71.39854362849997,E911,None,None
2023-00103279,0 Block DAKOTA ST,2023-12-19T07:33:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,MRoman,2023-00103279-001,41.85813962250006,-71.43020831399994,E911,None,None
2023-00103276,0 Block OCEAN ST,2023-12-19T07:14:00.000,12,2023,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,LFerreras,2023-00103276-001,41.80475423200005,-71.41146025049994,E911,None,None
2023-00103273,VALLEY ST &  HELME ST,2023-12-19T07:10:49.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,THoulihan,2023-00103273-001,41.82126998088687,-71.44020081822033,RIDOT,None,None
2023-00103267,700 Block CRANSTON ST,2023-12-19T05:52:00.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00103267-001,41.804482163000046,-71.43812548149995,E911,None,Larceny-theft
2023-00103262,600 Block ATWELLS AVE,2023-12-19T04:03:03.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,HViruet,2023-00103262-001,41.82474809050004,-71.43887606249996,E911,None,None
2023-00103254,100 Block BELLEVUE AVE,2023-12-19T02:17:04.000,12,2023,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,JCortorreal,2023-00103254-001,41.80792487650007,-71.43085327449998,E911,None,None
2023-00103254,100 Block BELLEVUE AVE,2023-12-19T02:17:04.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JCortorreal,2023-00103254-002,41.80792487650007,-71.43085327449998,E911,None,Larceny-theft
2023-00103254,100 Block BELLEVUE AVE,2023-12-19T02:17:04.000,12,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,JCortorreal,2023-00103254-003,41.80792487650007,-71.43085327449998,E911,None,None
2023-00103251,800 Block N MAIN ST,2023-12-19T01:57:14.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,PSaravia,2023-00103251-001,41.84333004800007,-71.40671193749995,E911,None,None
2023-00103251,800 Block N MAIN ST,2023-12-19T01:57:14.000,12,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,PSaravia,2023-00103251-002,41.84333004800007,-71.40671193749995,E911,None,None
2023-00103251,800 Block N MAIN ST,2023-12-19T01:57:14.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,PSaravia,2023-00103251-003,41.84333004800007,-71.40671193749995,E911,None,None
2023-00103248,200 Block ATWELLS AVE,2023-12-19T01:08:00.000,12,2023,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,BAucoin,2023-00103248-001,41.823571216500056,-71.42623064599994,E911,Robbery,None
2023-00103223,100 Block BRIGGS ST,2023-12-18T21:25:00.000,12,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,DHernandez Martinez,2023-00103223-001,41.801502538500074,-71.40838364899997,E911,None,Larceny-theft
2023-00103217,0 Block KENYON ST,2023-12-18T21:06:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,SCooney,2023-00103217-001,41.82174316450005,-71.42504808799998,E911,None,None
2023-00103202,300 Block CHARLES ST,2023-12-18T20:05:00.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,ACalle,2023-00103202-001,41.84210175250007,-71.41725791549996,E911,None,None
2023-00103184,0 Block RUGBY ST,2023-12-18T18:21:00.000,12,2023,Traffic Violation,31-26-3.1,Duty to Stop in Accidents Resulting in Death or Injury to Domesticated Animals,1,Central Station,2023-00103184-001,41.79922715850003,-71.40745558799998,E911,None,None
2023-00103169,500 Block EDDY ST,2023-12-18T16:30:00.000,12,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,CCorreia,2023-00103169-001,41.811769417500045,-71.40993071249997,E911,None,None
2023-00103151,0 Block PROVIDENCE PL,2023-12-18T16:19:03.000,12,2023,RI Statute Violation,11-41-24,HABITUAL OFFENDER-SHOPLIFTING,1,CMain,2023-00103151-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00103151,0 Block PROVIDENCE PL,2023-12-18T16:19:03.000,12,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,CMain,2023-00103151-002,41.827849931500054,-71.41595903999996,E911,None,None
2023-00103151,0 Block PROVIDENCE PL,2023-12-18T16:19:03.000,12,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,CMain,2023-00103151-003,41.827849931500054,-71.41595903999996,E911,None,None
2023-00103151,0 Block PROVIDENCE PL,2023-12-18T16:19:03.000,12,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,CMain,2023-00103151-004,41.827849931500054,-71.41595903999996,E911,None,Larceny-theft
2023-00103145,0 Block HUDSON ST,2023-12-18T15:15:00.000,12,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,SCooney,2023-00103145-001,41.81343246200004,-71.43404012049996,E911,None,None
2023-00103119,500 Block ATWELLS AVE,2023-12-18T13:49:00.000,12,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,GScarcello,2023-00103119-001,41.824805434500036,-71.43562848149998,E911,None,Larceny-theft
2023-00103104,600 Block ADMIRAL ST,2023-12-18T12:58:00.000,12,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00103104-001,41.84871260150004,-71.43821438449996,E911,None,None
2023-00103100,0 Block PLAINFIELD ST,2023-12-18T12:38:40.000,12,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,MSandorse,2023-00103100-001,41.81626156750005,-71.44464667099996,E911,None,Larceny-theft
2023-00103087,CHARLES ST &  RANDALL SQ,2023-12-18T11:43:00.000,12,2023,Property Damage,Not Used,No Violations,0,JNajarian,2023-00103087-001,41.835974310109066,-71.41182907155546,RIDOT,None,None
2023-00103075,0 Block PLAINFIELD ST,2023-12-18T11:05:00.000,12,2023,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,SCooney,2023-00103075-001,41.81626156750005,-71.44464667099996,E911,None,Larceny-theft
2023-00103068,200 Block WASHINGTON ST,2023-12-18T10:42:00.000,12,2023,Assistance Rendered,Not Used,No Violations,0,GSlater,2023-00103068-001,41.821179037000064,-71.41703513299996,E911,None,None
2023-00103061,0 Block MANTON AVE,2023-12-18T10:13:00.000,12,2023,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,JManown,2023-00103061-001,41.82352864300003,-71.45321608199998,E911,Aggravated Assault,None
2023-00103060,0 Block MAUDE ST,2023-12-18T09:59:00.000,12,2023,Trespass,Not Used,No Violations,0,GScarcello,2023-00103060-001,41.83716008800005,-71.43364806349996,E911,None,None
2023-00103057,0 Block ADELPHI AVE,2023-12-18T09:46:00.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,GPereira,2023-00103057-001,41.830811394500046,-71.38970445749996,E911,None,None
2023-00103057,0 Block ADELPHI AVE,2023-12-18T09:46:00.000,12,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GPereira,2023-00103057-002,41.830811394500046,-71.38970445749996,E911,None,None
2023-00103057,0 Block ADELPHI AVE,2023-12-18T09:46:00.000,12,2023,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,GPereira,2023-00103057-003,41.830811394500046,-71.38970445749996,E911,Aggravated Assault,None
2023-00103056,0 Block SABIN ST,2023-12-18T09:44:14.000,12,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DHull,2023-00103056-001,41.82457173700004,-71.41701965899995,E911,None,None
2023-00103051,100 Block ALDRICH ST,2023-12-18T09:18:47.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,JAbatiello,2023-00103051-001,41.79396331250004,-71.40791850349996,E911,None,None
2023-00103045,0 Block ADELAIDE AVE,2023-12-18T08:42:00.000,12,2023,Property Damage,Not Used,No violations,0,Central Station,2023-00103045-001,41.798246027500056,-71.41755909899996,E911,None,None
2023-00103040,0 Block DRESSER ST,2023-12-18T08:16:20.000,12,2023,Property Damage,Not Used,No violations,0,MSandorse,2023-00103040-001,41.81999666050004,-71.45840053999996,E911,None,None
2023-00103037,BLACKSTONE BLVD &  LLOYD AVE,2023-12-18T08:15:00.000,12,2023,Property Damage,Not Used,No violations,0,MCastillo,2023-00103037-001,41.8353462167612,-71.38461304684093,RIDOT,None,None
2023-00103018,200 Block HARTFORD AVE,2023-12-18T07:19:02.000,12,2023,Assistance Rendered,Not Used,No Violations,0,JPerez,2023-00103018-001,41.81700152500005,-71.45137379349995,E911,None,None
2023-00103007,300 Block POINT ST,2023-12-18T06:28:00.000,12,2023,Property Damage,Not Used,No Violations,0,JButen,2023-00103007-001,41.81428094300003,-71.41597427749997,E911,None,None
2023-00102981,0 Block ARMINGTON AVE,2023-12-18T04:01:17.000,12,2023,Request for Assistance,Not Used,No Violations,0,MCarlone,2023-00102981-001,41.827278580500064,-71.44548197299997,E911,None,None
2023-00102968,100 Block SUMMIT AVE,2023-12-18T00:55:00.000,12,2023,"Assault, Aggravated",11-5-16,ASSAULT OF HEALTH CARE PROVIDERS OR EMERGENCY SERVICES MEDICAL PERSONNEL,1,NULL,2023-00102968-001,41.85126683550007,-71.39733463649995,E911,Aggravated Assault,None
2023-00102958,100 Block SUMMIT AVE,2023-12-18T00:05:00.000,12,2023,"Assault, Aggravated",11-5-16,ASSAULT OF HEALTH CARE PROVIDERS OR EMERGENCY SERVICES MEDICAL PERSONNEL,1,ALara,2023-00102958-001,41.85126683550007,-71.39733463649995,E911,Aggravated Assault,None
2023-00102934,400 Block CRANSTON ST,2023-12-17T20:20:00.000,12,2023,Property Damage,Not Used,No Violations,0,KHeron,2023-00102934-001,41.81048107050006,-71.43257663249994,E911,None,None
2023-00102927,200 Block MESSER ST,2023-12-17T19:19:00.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,ESoloman,2023-00102927-001,41.809919486500064,-71.43432207099997,E911,None,Larceny-theft
2023-00102910,100 Block LUBEC ST,2023-12-17T18:08:26.000,12,2023,Request for Assistance,Not Used,No Violations,0,MKelley,2023-00102910-001,41.85425887950004,-71.44532782299996,E911,None,None
2023-00102896,0 Block MOORE ST,2023-12-17T16:38:26.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,BMacedo,2023-00102896-001,41.804995045000055,-71.42168980999998,E911,None,None
2023-00502807,0 Block CHAPIN AVE,2023-12-17T14:32:33.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502807-001,41.81202167100005,-71.43325834799995,E911,None,None
2023-00102857,0 Block WISDOM AVE,2023-12-17T12:35:00.000,12,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,GScarcello,2023-00102857-001,41.82840339000006,-71.44187433849996,E911,None,Larceny-theft
2023-00502803,400 Block SMITH ST,2023-12-17T11:17:25.000,12,2023,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,NField,2023-00502803-001,41.835341194500046,-71.42587704999997,E911,None,None
2023-00102825,500 Block EDDY ST,2023-12-17T09:15:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JButen,2023-00102825-001,41.811769417500045,-71.40993071249997,E911,None,None
2023-00502802,800 Block RIVER AVE,2023-12-17T09:07:21.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502802-001,41.851240862000054,-71.43796736699997,E911,None,Larceny-theft
2023-00502801,0 Block ELM ST,2023-12-17T05:34:06.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502801-001,41.81767181300003,-71.40882879599997,E911,None,None
2023-00102801,0 Block CHESHIRE ST,2023-12-17T04:46:17.000,12,2023,Disturbance,Not Used,No Violations,0,MTueros,2023-00102801-001,41.84661499250004,-71.42453702799997,E911,None,None
2023-00102758,1100 Block N MAIN ST,2023-12-17T01:35:01.000,12,2023,Suspicious Person,Not Used,No Violations,0,HViruet,2023-00102758-001,41.85170390600004,-71.40207994799997,E911,None,None
2023-00102750,0 Block WISDOM AVE,2023-12-17T00:46:48.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,ABrodeur,2023-00102750-001,41.82840339000006,-71.44187433849996,E911,None,None
2023-00102717,SPRUCE ST &  DEPASQUALE AVE,2023-12-16T22:58:00.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00102717-001,41.824316083924515,-71.42690944034425,RIDOT,None,Larceny-theft
2023-00102717,SPRUCE ST &  DEPASQUALE AVE,2023-12-16T22:58:00.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00102717-002,41.824316083924515,-71.42690944034425,RIDOT,None,None
2023-00102715,CAMP ST &  PLEASANT ST,2023-12-16T21:47:00.000,12,2023,Shots Fired,Not Used,No Violations,0,PHourahan,2023-00102715-001,41.83971404159822,-71.40406037638505,RIDOT,None,None
2023-00102704,0 Block PLEASANT ST,2023-12-16T21:46:00.000,12,2023,Shots Fired,Not Used,No violations,0,PHourahan,2023-00102704-001,41.83926837800004,-71.40715999399995,E911,None,None
2023-00102701,RHODES ST &  EDDY ST,2023-12-16T21:38:00.000,12,2023,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,DForte,2023-00102701-001,41.808238978881626,-71.40723420142596,RIDOT,None,None
2023-00102698,300 Block CAHILL ST,2023-12-16T21:26:00.000,12,2023,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,DHernandez Martinez,2023-00102698-001,41.80418397250003,-71.40867336799997,E911,Aggravated Assault,None
2023-00102664,0 Block PROVIDENCE PL,2023-12-16T19:19:43.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TGomes,2023-00102664-001,41.827849931500054,-71.41595903999996,E911,None,None
2023-00102658,SMITHFIELD AVE &  NASHUA ST,2023-12-16T19:03:00.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,PHourahan,2023-00102658-001,41.85367202726697,-71.4019928116869,RIDOT,None,None
2023-00502799,0 Block LOXLEY RD,2023-12-16T18:46:51.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502799-001,41.84191538200005,-71.44908402999997,E911,None,Larceny-theft
2023-00102640,0 Block CORLISS ST,2023-12-16T17:47:00.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00102640-001,41.83940634500004,-71.41308176449996,E911,None,None
2023-00502797,0 Block W EXCHANGE ST,2023-12-16T16:39:05.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00502797-001,41.82521354450006,-71.41595848749995,E911,None,Larceny-theft
2023-00102585,0 Block HARTFORD AVE,2023-12-16T13:56:42.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JLugo,2023-00102585-001,41.81766357600006,-71.44588237449994,E911,None,None
2023-00102581,700 Block RIVER AVE,2023-12-16T13:52:22.000,12,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ILiriano,2023-00102581-001,41.84864174750007,-71.43929199599995,E911,None,Larceny-theft
2023-00102577,0 Block HILLVIEW AVE,2023-12-16T13:33:10.000,12,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,BMcDonnell,2023-00102577-001,41.84970671600004,-71.44122874449997,E911,None,Larceny-theft
2023-00502796,CANAL ST &  PARK ROW,2023-12-16T13:21:43.000,12,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00502796-001,41.828468313010845,-71.4106903093288,RIDOT,None,Larceny-theft
2023-00102574,200 Block SAYLES ST,2023-12-16T12:54:00.000,12,2023,Suspicious Person,Not Used,No Violations,0,DSepe,2023-00102574-001,41.803849974500054,-71.40860973849996,E911,None,None
2023-00502794,0 Block ARCH ST,2023-12-16T12:20:01.000,12,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00502794-001,41.81207705150007,-71.42462186699996,E911,None,None
2023-00102557,300 Block DOUGLAS AVE,2023-12-16T11:43:00.000,12,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00102557-001,41.84001129750004,-71.42643743999994,E911,None,None
2023-00102554,0 Block FLORENCE ST,2023-12-16T11:28:00.000,12,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,DRosso,2023-00102554-001,41.821636331000036,-71.44635921149995,E911,None,Motor Vehicle Theft
2023-00102539,0 Block ADELPHI AVE,2023-12-16T10:37:15.000,12,2023,Request for Assistance,Not Used,No Violations,0,MCifuentes,2023-00102539-001,41.830811394500046,-71.38970445749996,E911,None,None
2023-00102536,0 Block WEYBOSSET ST,2023-12-16T10:26:27.000,12,2023,Warrant/Capias,Not Used,No Violations,0,MTueros,2023-00102536-001,41.82380500950006,-71.40970080399998,E911,None,None
2023-00102531,0 Block PIEDMONT ST,2023-12-16T10:01:07.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCamardo,2023-00102531-001,41.82340310250004,-71.43114541349996,E911,None,None
2023-00502790,W FRIENDSHIP & ELMWOOD ST,2023-12-16T09:20:12.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00502790-001,41.809890746462564,-71.42404938349485,RIDOT,None,None
2023-00102517,DEAN ST &  WASHINGTON ST,2023-12-16T08:17:00.000,12,2023,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,DLiu,2023-00102517-001,41.81907271796533,-71.42073822843348,RIDOT,Aggravated Assault,None
2023-00102502,0 Block RINGGOLD ST,2023-12-16T07:14:00.000,12,2023,Request for Assistance,Not Used,No Violations,0,MCamardo,2023-00102502-001,41.82122868050007,-71.42321993099998,E911,None,None
2023-00102501,700 Block RIVER AVE,2023-12-16T06:45:11.000,12,2023,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,BMcDonnell,2023-00102501-001,41.84864174750007,-71.43929199599995,E911,None,Larceny-theft
2023-00102497,200 Block HANOVER ST,2023-12-16T06:06:43.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,AMitura,2023-00102497-001,41.809138977500055,-71.43285290849997,E911,None,None
2023-00102497,200 Block HANOVER ST,2023-12-16T06:06:43.000,12,2023,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,AMitura,2023-00102497-002,41.809138977500055,-71.43285290849997,E911,None,None
2023-00102497,200 Block HANOVER ST,2023-12-16T06:06:43.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,AMitura,2023-00102497-003,41.809138977500055,-71.43285290849997,E911,None,None
2023-00102486,0 Block WEALTH AVE,2023-12-16T04:21:01.000,12,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GSans-Souci,2023-00102486-001,41.82745824400004,-71.44218450249997,E911,None,None
2023-00102486,0 Block WEALTH AVE,2023-12-16T04:21:01.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GSans-Souci,2023-00102486-002,41.82745824400004,-71.44218450249997,E911,None,None
2023-00102485,0 Block WEYBOSSET ST,2023-12-16T04:06:00.000,12,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,CNicholls,2023-00102485-001,41.82380500950006,-71.40970080399998,E911,None,None
2023-00102480,400 Block POTTERS AVE,2023-12-16T03:21:12.000,12,2023,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,VWilcox,2023-00102480-001,41.80175692950007,-71.42351269649996,E911,None,Burglary
2023-00102460,BROOK ST &  WATERMAN ST,2023-12-16T02:12:27.000,12,2023,Auto Towed,Not Used,Parking or MV Violation,0,JNazario Feliz,2023-00102460-001,41.8274040162545,-71.39932251777617,RIDOT,None,None
2023-00102452,500 Block SILVER SPRING ST,2023-12-16T01:49:59.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MTueros,2023-00102452-001,41.856288378000045,-71.41060290699994,E911,None,None
2023-00102447,200 Block KINSLEY AVE,2023-12-16T01:42:55.000,12,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GSans-Souci,2023-00102447-001,41.82787753800005,-71.42640902149995,E911,None,None
